epoch,get_categorical_accuracy_keras,loss,val_get_categorical_accuracy_keras,val_loss
0,0.66952573159401174,0.60379945961998016,0.72485271660022121,0.55053698171207333
0,0.75119317097279859,0.5080909138622558,0.75234562516238479,0.49942058614838625
1,0.78559740366159225,0.45514129938543368,0.79162120889322019,0.44185629573524871
2,0.80546540485345353,0.42305467994985507,0.80514946545468336,0.42053500726289061
3,0.81510622632003815,0.40302700891647425,0.81376827412132302,0.40831422150304114
0,0.82654703142313501,0.38552761755945264,0.81922321625991912,0.39401180390939167
1,0.83294242780911543,0.37187981375187018,0.81518655912651916,0.40182451426839816
2,0.83993781876010687,0.35885041672048079,0.83416975786559533,0.37008921329615652
3,0.8466604848933037,0.34772089279536433,0.83471525208335662,0.36692468766403491
0,0.85185589223216618,0.3367476845878678,0.83198778099455017,0.37432227378169342
1,0.85778765649698263,0.32699843255398781,0.83406065902204307,0.37280444139844332
2,0.86151034993517017,0.31687923963993825,0.83231507752520695,0.36929222519367044
3,0.86688302835723841,0.30768188842074368,0.8414793803835966,0.35990444702949165
0,0.8723784329525972,0.29687237429323632,0.84529783990792562,0.34967571757075416
1,0.87552840429211043,0.2886985021899342,0.83820641507702887,0.364727452751749
2,0.87957836752628149,0.280670005816052,0.84933449711935916,0.34425639380488937
3,0.88459650365676956,0.27175178975057873,0.8479162121531798,0.34240233667963799
0,0.88834646958242602,0.26366238903871886,0.85511673582762893,0.33510809563248278
1,0.89474186600742001,0.25331189999094794,0.85097097977264313,0.33950112876792204
2,0.89714184414554621,0.24486946419523922,0.84769801446607529,0.34185767270008499
3,0.90299179099997395,0.23641426416165431,0.85293475895658377,0.34756790530387682
0,0.90678266560887966,0.22739731714730502,0.81715033823242622,0.42340296513384512
1,0.91016445303579674,0.2207043246599073,0.8546803404534199,0.33659675639970527
2,0.91553713149362748,0.21028761423732684,0.85511673582762893,0.3439820531333817
3,0.91830528816625556,0.20268611578277854,0.85675321848091279,0.34332551785543342
0,0.92223252518324572,0.19320673708256772,0.85380754966598504,0.34861717822638605
1,0.92467341210052956,0.18807614629911784,0.85162557279493989,0.34612889316387374
2,0.92932336980380303,0.17888842837137109,0.85118917745974765,0.37098913685140872
3,0.93105517218669342,0.17227943948229954,0.8546803404534199,0.34371508641350146
0,0.93551422263048767,0.16356646592945984,0.85097097973362634,0.36661273116189375
1,0.93945509587902054,0.15615987587721883,0.8562077242631515,0.36864248211405148
2,0.94315051682973916,0.14833183692665652,0.85893519535195795,0.36393574485606095
3,0.94631412444956209,0.14294486980684409,0.85838970113419666,0.36817461895989506
0,0.9489595549375206,0.13462245482937688,0.85500763698407667,0.37713352412134959
1,0.95231406987696876,0.12828691875482368,0.84889810174515012,0.39862347687016453
2,0.95389587368200357,0.12388384681916671,0.84758891562252303,0.43840262506457101
3,0.95756402216963676,0.11643830059054511,0.84933449713236475,0.39072448860576731
0,0.95910491723615299,0.11083277938814072,0.85904429419551021,0.40290314046259196
1,0.96109580822805307,0.10612337616557177,0.83515164741854886,0.46126879158952261
2,0.96528213381503936,0.097652535909244748,0.85446214276631538,0.3990249518559485
3,0.96717757111298985,0.094102077508985776,0.85577132888894247,0.40648971556212582
