epoch,acc,loss,val_acc,val_loss
0,0.81520113554494134,0.51625237999291251,0.78446214862791186,0.53295125096917628
0,0.81525860444225118,0.47760557267686415,0.78446214862791186,0.52685323274468043
1,0.81544384679688242,0.47520573981624226,0.78446214862791186,0.527529243691509
2,0.81530015674216905,0.47451001062874043,0.78446214862791186,0.52963002061701392
3,0.81541510618297919,0.47352690439794715,0.78446214862791186,0.52910216912567853
4,0.81558753585124777,0.47172134056253556,0.78446214862791186,0.52839077035506887
5,0.81527141833108718,0.46913358058008436,0.78446214862791186,0.52077507652134536
6,0.81524268038249492,0.46228353279426315,0.78446214862791186,0.51827840420948079
7,0.8147253931659828,0.45480908385247276,0.78446214862791186,0.52245730675192947
8,0.81633472603641888,0.44670007840845094,0.7908366516648061,0.4930040251567544
9,0.82328934938012721,0.43719567171656532,0.79561752811133624,0.48751031429287922
10,0.82909444812714694,0.43129453129301359,0.79960159161888744,0.47365544801689241
11,0.8331177836502921,0.42653813121918133,0.80358565482960276,0.46908723108796957
12,0.83610654757359071,0.42287565797955345,0.80796812492537784,0.46433634833391918
13,0.83788831347990544,0.41847763066456661,0.81434262677492852,0.45495119299071718
14,0.83906657308580734,0.41738986797187783,0.81354581217366861,0.4606992927086781
15,0.84064717065583294,0.41375036470971649,0.81792828488159941,0.45569956468870915
16,0.84113571788194652,0.41283799962644302,0.81992031573002555,0.4545207389025574
17,0.84300369363949723,0.4096190977366172,0.82191234660813528,0.44846008878305138
18,0.84286000524632088,0.40897065572969277,0.82231075266205456,0.44804840442906335
19,0.84576255545402512,0.40504572256325982,0.82430278530633783,0.44651032399490059
20,0.8458487673504933,0.40457001092170347,0.82629481527909809,0.44973859748992312
21,0.84734315019429896,0.40043112018702615,0.82868525540211291,0.44160410183003224
22,0.84791791159164487,0.40004040320159329,0.82310756643217398,0.44183999736351798
23,0.84832024765442193,0.39850374090776713,0.82988047397944087,0.43665834540033721
24,0.8502169618024995,0.39359474106588921,0.82749003741845661,0.43499226301196087
25,0.84992958204936109,0.39356078528965993,0.82709163023656107,0.43713906297526989
26,0.85130900991618352,0.39110344136582093,0.82470119070721815,0.43851111056023384
27,0.85444146334948534,0.38690729716024402,0.8334661295630067,0.45896990459219394
28,0.85426903432870238,0.38656566196787467,0.82948206724279905,0.47594551753950309
29,0.8545564180386972,0.38387740455550923,0.82988047442469459,0.46405879506076947
0,0.85612068102620109,0.38231447007207348,0.83306772727890321,0.42999916464327814
1,0.85674051412217944,0.37989759548394147,0.83187250632688814,0.43140867477156725
2,0.85783256134514252,0.37824565771033952,0.8334661332734552,0.4343642763110746
3,0.85872344594270766,0.3762562501578508,0.83346613208611176,0.42474234176881287
4,0.85880966088475619,0.37417952690014339,0.83824700995745416,0.42666857642125322
5,0.85981549123006573,0.37004836700796945,0.83346612941458875,0.43192346774011969
6,0.86102249378972617,0.36936113653633279,0.83745019499999118,0.43935148888434544
7,0.8614248273790398,0.3675825956940264,0.84741035495621275,0.41987371257695544
8,0.8621432781870394,0.36652996230835261,0.84741035139418219,0.41623258468995533
9,0.86280425504373714,0.36488448685022745,0.84103585310666207,0.42963083649417794
10,0.86369513735626058,0.36244164664577394,0.85657369995497135,0.4140590549821398
11,0.86363765728981712,0.3602613886521151,0.84621513519154123,0.42052436584376718
12,0.8636089245759232,0.36101452485238644,0.85537848137764338,0.4113112525101677
13,0.86513204134294763,0.35891564049713776,0.85099601068819664,0.41677731406166257
14,0.86507456672017924,0.35843189507889867,0.85059760350630098,0.41234671560476027
15,0.86740235520850772,0.35334306019395406,0.84422310225042219,0.44428387453475321
16,0.86791963852297715,0.35202318411447309,0.84262947945955735,0.43679517543173407
17,0.86705749659482501,0.35387375228558543,0.85139441905743574,0.41360667101534238
18,0.86780468885948681,0.3496396509362496,0.84741035673722798,0.41748288549868712
19,0.86927032831102502,0.34694966096424057,0.85258963941577892,0.41339309323593915
20,0.87087966582006149,0.34375816541666765,0.85059760766200332,0.41435988311214278
21,0.8691841173087036,0.34628714404767469,0.82470118951987459,0.45541759247917579
22,0.87018994985340858,0.34366315072592118,0.85099600712616608,0.40987763069273231
23,0.87096587915196066,0.34114157335441042,0.85657369817395612,0.40458243595532689
24,0.87340861981835316,0.33984082499673957,0.85139441668274873,0.41137261840095557
25,0.87297755119241949,0.33896251847374886,0.84581673157167625,0.42170358691141901
26,0.87248900011222519,0.34010088646480757,0.85019919751174899,0.4070899717925317
27,0.87386843259709279,0.33474437314924382,0.85179282267730072,0.41262994747445642
28,0.87343736022670548,0.33497796318556866,0.85936254132316403,0.39847977385221722
29,0.87332240190266719,0.33439084782116879,0.85139441846376396,0.41203804697054791
0,0.87442528002563569,0.33190919632284804,0.85737051135040376,0.40491165514604976
1,0.87542028806982231,0.33011150173398618,0.85896413770329905,0.40777895362134947
2,0.87570766906311837,0.32956057149990436,0.86254979462262649,0.40400358682787751
3,0.87631116801850961,0.32641491540782452,0.84780875620139073,0.41662314394674455
4,0.87705836095806378,0.32621069639098127,0.85458166582650874,0.40468509594698349
5,0.87763312234513202,0.32623160550792141,0.85697210476217989,0.4061754357470459
6,0.87838031357176138,0.32407820860514008,0.85099600831350952,0.40669209352764951
7,0.87878264854511834,0.323227937072948,0.86015935687429879,0.40035117521466485
8,0.87769059930432991,0.32328356414057829,0.86175298441453763,0.39928312129174098
9,0.87892633906574735,0.32154448513042982,0.85498007241473251,0.40473128779535272
10,0.87975974097952003,0.32095117488136804,0.86215138922174617,0.39499091024536537
11,0.87881138502402112,0.32011520446467084,0.86215138803440261,0.40123193188611256
12,0.87941488563067183,0.31889316337581103,0.82828684854673673,0.43067139378225661
13,0.88116790995356797,0.31628316719734068,0.84023903339982509,0.41758487982104026
14,0.88108169708073258,0.31545758582723343,0.85976095206709024,0.39521711702603268
15,0.88329453143826275,0.31373130390579806,0.85258963466640492,0.4062155044722961
16,0.88136907742311721,0.31351575515630087,0.85976094909873146,0.41356716974382379
17,0.88401298470602241,0.31180055991419398,0.85577688381016492,0.40151457136786317
18,0.88346695939360653,0.30936787694878465,0.85856572874038817,0.40059456091181217
19,0.88398424486293525,0.30943446007923109,0.86095616945707465,0.40076813223471203
20,0.88369686538729064,0.30849041636527591,0.86294820061717847,0.39650921713545978
21,0.88524872326839243,0.30692321282027557,0.85816732630786663,0.39815100807830156
22,0.8846164839286299,0.30666973402805942,0.85856572624696681,0.39887979950206687
23,0.88685805719056432,0.30368402366088748,0.85099601056946228,0.39762664532875158
24,0.88553610193553656,0.30615542253836558,0.83665338122987176,0.41644102732736277
25,0.88774893891384166,0.30239870569951049,0.86095616708238765,0.40387978980621969
26,0.88616834119993038,0.30344406944297664,0.84103585013830329,0.43678819607809721
27,0.88542115122373621,0.30386099675602551,0.84780876095076485,0.40329323593245087
28,0.88875477150993432,0.29857937397020085,0.85577688796586726,0.39056690624985563
29,0.88789262728303708,0.29892771905991739,0.84820716623291081,0.40607889703070499
0,0.8876724087301342,0.29801520459011366,0.853386446655509,0.39591694077053868
1,0.88978934456234116,0.29567294645782899,0.85617529099206047,0.40453338223802615
2,0.89088139199085525,0.29488186619797496,0.85059760588098809,0.39055764977912977
3,0.89093886789831722,0.29253057560095225,0.85139441715768605,0.39605322992243613
4,0.88861108443913595,0.2967085013600243,0.84820716563923904,0.39721882666843344
5,0.89099634620387391,0.29102426143373555,0.86454182459538675,0.39898588582576511
6,0.89024915402485838,0.29284363165512767,0.84501991634706097,0.40183201733516505
7,0.89162858240898402,0.29001987343835234,0.86015935568695523,0.3934141601699282
8,0.89134120298130137,0.28853163352448608,0.80597609014387628,0.45884182707840704
9,0.8918584861861435,0.28912340177379231,0.8537848573994351,0.39501289324278377
10,0.89188722685143451,0.28644207485437045,0.83944222722870421,0.397360795166388
11,0.8950771564114528,0.28642530404730365,0.84820716575797339,0.38797996507816579
12,0.89458860941487117,0.28251372365224298,0.86494023237095408,0.39342394644817508
13,0.89165732219383165,0.28741376213781838,0.85019919691807722,0.38943865237779829
14,0.89542201421663503,0.28193011023629844,0.8490039771534057,0.39157136992748043
15,0.89404258537687142,0.28416663790561414,0.84541832189635924,0.39549578723323298
16,0.89579561022734833,0.2802461863491636,0.83585657179355621,0.41205186002045513
17,0.89593930139888867,0.27961098209499241,0.84860557056518193,0.40999117840927435
18,0.89533580028863802,0.2794519347165012,0.83984063396534592,0.40372283222428357
19,0.89628415772410397,0.27843335277776177,0.85338644784285256,0.40669160556656669
20,0.89625541978578926,0.27688578518407458,0.85219122985919638,0.399192221433043
21,0.89786475590050496,0.27446774628012194,0.85378485443107632,0.39878280431150914
22,0.89737620576241928,0.27564889436801432,0.8482071638582237,0.40543404231923985
0,0.89752873213126738,0.27656330663882112,0.81195219223242832,0.44697981948159132
23,0.89760611030011728,0.27476693716801714,0.84741035139418219,0.40406127156786237
1,0.89930166104855502,0.27247636874119407,0.84940239134062812,0.39734148078290116
24,0.89947409037766446,0.27086627646309891,0.83505975653925735,0.40843979560165289
2,0.89898553902682798,0.27123675898415922,0.84183266794539069,0.41237970932843199
25,0.90062361069204111,0.27042649200765156,0.85697210654319522,0.39629713545341888
3,0.89800844568800209,0.27205262268213415,0.85099601294414928,0.41269494252524291
26,0.89829582756174142,0.27393595767851264,0.83745019488125683,0.41083315258244596
4,0.89711756252244201,0.27455308817993562,0.83944222794111034,0.40758068639918626
