epoch,acc,loss,val_acc,val_loss
0,0.8153435202205882,0.68888904132387219,0.78446215139442232,0.68042324866906578
1,0.81539832674654689,0.61334393686448041,0.78446215139442232,0.54212947632687025
2,0.81539832677567836,0.488948204099037,0.78446215139442232,0.53898793520680466
0,0.8153435202205882,0.48552405647933483,0.78446215139442232,0.53659819055838409
1,0.81539832674654689,0.48431947120558971,0.78446215139442232,0.53537440299987793
2,0.81548457577453171,0.48314772057954125,0.78446215139442232,0.53531700063986609
3,0.81525457833801196,0.48236153499108075,0.78446215139442232,0.53542750499163017
4,0.81536957706826707,0.48137143717127301,0.78446215139442232,0.53324966468659052
5,0.81519707901229754,0.48065557770967188,0.78446215139442232,0.53357392402284176
6,0.81554207510367338,0.47914837628034918,0.78446215139442232,0.53278778938658211
7,0.81528332804199588,0.47874783389684789,0.78446215139442232,0.53147035604454129
8,0.81528332806598658,0.47811034493489124,0.78446215139442232,0.53082943570566365
9,0.81539832674826052,0.47727711453712118,0.78446215139442232,0.53118475195896098
10,0.81594457059787628,0.47571832912795498,0.78446215139442232,0.53162381981473517
11,0.81496708162718623,0.47677958223429917,0.78446215139442232,0.53181171759191259
12,0.81574332289104479,0.47523656301452077,0.78446215139442232,0.53162564480922136
13,0.81473708421465707,0.47646363319325358,0.78446215139442232,0.53098393436447078
14,0.81580082222018646,0.474589716818205,0.78446215139442232,0.53002342607870523
15,0.81511083001001694,0.47533648111504712,0.78446215139442232,0.5327530825755511
16,0.8150533306277532,0.47525809308084471,0.78446215139442232,0.53051214959042003
17,0.81614581834069366,0.47348007021101662,0.78446215139442232,0.5330709856344884
18,0.81522582868886362,0.47463017681367931,0.78446215139442232,0.53186110937262909
19,0.81470833450895952,0.47548736467063418,0.78446215139442232,0.53094071031091694
20,0.81672081186858925,0.4724273786710883,0.78446215139442232,0.53214075992781806
21,0.81424833968561494,0.47568635585593699,0.78446215139442232,0.52947486073847316
22,0.81557082480594367,0.4739414286120629,0.78446215139442232,0.53149315399002739
23,0.81433458871702702,0.47543132611710853,0.78446215139442232,0.53182100698767432
24,0.81649081445606009,0.47244438897870056,0.78446215139442232,0.53192228833992639
25,0.81551332548194289,0.47365967033614237,0.78446215139442232,0.53173214562860616
26,0.81439208804102781,0.47530506008092838,0.78446215139442232,0.53046594368984024
27,0.81591582089903314,0.47302776159451365,0.78446215139442232,0.53148705256412698
28,0.81531207774597991,0.47380130346780386,0.78446215139442232,0.52999401814434155
29,0.81557082478023946,0.47317906857133202,0.78446215139442232,0.53082265872879331
0,0.8153435202205882,0.47358152045703988,0.78446215139442232,0.52983259394824267
1,0.81531207771684844,0.47362504136129491,0.78446215139442232,0.53169626762192568
2,0.81559957445680564,0.47310852918774854,0.78446215139442232,0.53078591947061604
3,0.81536957707169433,0.47336783970635771,0.78446215139442232,0.53121495645834627
4,0.81513957963174744,0.47370259629707778,0.78446215139442232,0.53141327797179205
5,0.81568582351392183,0.47268494053631083,0.78446215139442232,0.53174801281248907
6,0.81534082736771041,0.47323502537174861,0.78446215139442232,0.52982055229019831
7,0.81496708162375897,0.47372183262045769,0.78446215139442232,0.52968441461661897
8,0.81557082480594367,0.47274084370317149,0.78446215139442232,0.52969523806021035
9,0.81568582348650409,0.47248327590370282,0.78446215139442232,0.53040783224827737
10,0.81470833453466374,0.47385863727894428,0.78446215139442232,0.53017549904219186
11,0.8160883189875614,0.4717390732922439,0.78446215139442232,0.53089191011223658
12,0.81528332804370951,0.47292111079695515,0.78446215139442232,0.53077802382617356
13,0.81490958227405397,0.47321784561938801,0.78446215139442232,0.52917000364022426
14,0.81580082218934136,0.47202352916286494,0.78446215139442232,0.53136556367000265
15,0.8147945835403716,0.47331110504159329,0.78446215139442232,0.52848699491812412
16,0.81649081445434657,0.47089036575411208,0.78446215139442232,0.52964892349395143
17,0.81482333321693767,0.47300681223950342,0.78446215139442232,0.52905111550334916
18,0.81467958483410696,0.47330489766415079,0.78446215139442232,0.52895543974234294
19,0.81462208550839255,0.47344237825949548,0.78446215139442232,0.53024210606913169
20,0.81591582095044157,0.47116469692937823,0.78446215139442232,0.5285430397170473
21,0.81597332030357383,0.47100396063930089,0.78446215139442232,0.52871493875267972
22,0.81525457836371618,0.47214467073842004,0.78446215139442232,0.52837294240396815
23,0.81465083515582726,0.47278675372884399,0.78446215139442232,0.52928179079792892
24,0.81654831378348824,0.46979299355508736,0.78446215139442232,0.53174110133334462
25,0.81470833453466374,0.47285898987757441,0.78446215139442232,0.52965467261128218
26,0.81508208033345075,0.47181561165378538,0.78446215139442232,0.52780482721518707
27,0.81605956930585444,0.4703615928856002,0.78446215139442232,0.52982862746098125
28,0.81571457315964291,0.47074735096440484,0.78446215139442232,0.52896631343431211
29,0.8142195900364666,0.47285379138024525,0.78446215139442232,0.52774720685890475
0,0.8153435202205882,0.47112691846183119,0.78446215139442232,0.52907692369711823
1,0.81519707901058391,0.47128139025534466,0.78446215139442232,0.52847732851704754
2,0.81545582609796552,0.47065820396452018,0.78446215139442232,0.52796207405181517
3,0.81534082741911884,0.47080392686880584,0.78446215139442232,0.52748755097864164
4,0.81528332803856873,0.47089826503346427,0.78446215139442232,0.52774834480893562
5,0.81502458097689123,0.47101274907367902,0.78446215139442232,0.52785160684015642
6,0.81571457318706075,0.46989054607110542,0.78446215139442232,0.5276703465982262
7,0.81528332803856873,0.47036314372107046,0.78446215139442232,0.52752920393924785
8,0.81562832416078956,0.46978420610175337,0.78446215139442232,0.5278766952187891
9,0.81559957448422349,0.46964386756796511,0.78446215139442232,0.5292809509186156
10,0.81562832418820741,0.46938567244430446,0.78446215139442232,0.52789223146628572
11,0.81482333324092826,0.47053675623035751,0.78446215139442232,0.52708009761643126
12,0.8151683293323041,0.46976435112335602,0.78446215139442232,0.52658680264218394
13,0.81594457062700776,0.46846791972653529,0.78446215139442232,0.52506958269977955
14,0.81525457834143922,0.46938897998029394,0.78446215139442232,0.52854231828712372
15,0.81450708677471018,0.47040751724736957,0.78446215139442232,0.52487510286004424
16,0.8159733202521654,0.46805022909804195,0.78446215139442232,0.52709898749195727
17,0.81528332804542314,0.46861387380423897,0.78446215139442232,0.52669455169206592
18,0.81623206739266907,0.4672452173749036,0.78446215139442232,0.52399641128175289
19,0.81462208550839255,0.46944582155573839,0.78446215139442232,0.52623261113565756
20,0.81585832157160509,0.46735178189798177,0.78446215139442232,0.52549930863171457
21,0.81496708159976838,0.46865661872268471,0.78446215139442232,0.52537195388064439
22,0.81511082995518125,0.46793801040618294,0.78446215139442232,0.52657521350450254
23,0.81568582348650409,0.46716154848107311,0.78446215139442232,0.5261863482425887
24,0.81493833192148868,0.46780729009448957,0.78446215139442232,0.52437789934089929
25,0.81539832674997414,0.46701564670887424,0.78446215139442232,0.5235694756070931
26,0.81620331771953014,0.46556668176956162,0.78446215139442232,0.5228901164940154
27,0.81462208547926107,0.46783075507635891,0.78446215139442232,0.52529191742855241
28,0.81519707900887028,0.46646301535525309,0.78446215139442232,0.52244977666087355
29,0.81551332545109778,0.4660318754663737,0.78446215139442232,0.52512761577666989
0,0.8153435202205882,0.46597719351377559,0.78446215139442232,0.52516468863088295
1,0.81528332804028236,0.4658088674434383,0.78446215139442232,0.52389474978959893
2,0.8155420751293776,0.46508693666793727,0.78446215139442232,0.52114074771622743
3,0.81531207771684844,0.46531464083532725,0.78446215139442232,0.52181627208968084
4,0.81551332545109778,0.46476230671581059,0.78446215139442232,0.52225561550413946
5,0.81516832930488636,0.46502082946623829,0.78446215139442232,0.5251571501393717
6,0.81554207513109123,0.4642522357483701,0.78446215139442232,0.52299293654848378
